65	23	30	82	84	13	0	25	70	86	51	27	60	30	96	17	99	41	88	59	69	99	6	19	16	49	51	71	86	25	34	81	16	60	52	20	3	71	77	90	72	18	62	66	31	54	4	78	79	28	85	14	43	20	80	25	76	61	29	9	12	42	61	19	50	63	55	67	16	85	95	96	66	20	100	47	6	92	81	82	13	69	86	31	75	89	61	15	34	76	40	25	20	94	67	38	93	19	82	12	49	45	5	53	64	37	62	64	97	58	8	94	5	97	53	4	68	28	91	52	85	14	19	81	40	27	69	70	94	27	1	28	16	34	79	50	59	19	28	31	32	58	40	74	50	85	75	38	78	69	43	8	82	72	94	56	56	83	40	31	47	27	22	90	44	78	30	74	66	92	99	95	93	10	29	9	47	71	49	0	100	19	18	2	78	11	19	31	13	20	59	88	96	34	96	37	16	9	6	45	11	93	88	45	51	31	48	86	48	84	75	2	81	65	58	32	88	80	46	76	70	14	71	90	84	8	43	46	86	32	25	5	96	29	95	74	26	77	52	7	21	28	49	17	53	83	65	45	40	50	84	67	61	32	32	31
93	14	14	70	0	20	15	36	15	28	15	24	24	16	95	32	28	11	30	8	58	78	72	55	26	90	99	14	0	48	15	17	5	36	90	10	13	31	69	20	64	54	20	75	62	65	17	63	71	3	51	79	62	5	97	34	39	72	54	29	21	72	74	34	2	17	65	40	38	72	62	38	87	49	90	78	34	66	4	99	8	66	82	33	24	9	35	41	68	76	76	41	81	20	29	56	67	44	31	99	75	41	31	13	85	31	83	94	40	12	49	100	16	5	14	92	73	1	99	93	44	83	18	73	60	32	59	90	56	88	58	17	41	4	3	0	70	75	88	78	21	59	2	17	48	13	84	16	33	54	93	84	66	90	66	33	13	28	77	23	87	49	41	72	84	37	11	95	74	63	27	32	19	72	15	41	60	32	99	1	21	46	20	19	9	100	80	20	48	26	90	12	51	93	58	60	56	1	49	9	16	21	87	46	28	57	46	63	29	52	63	17	52	59	19	40	35	48	14	4	70	36	50	78	91	23	15	7	23	87	72	81	21	53	59	76	57	81	84	33	12	41	92	48	80	67	23	66	18	64	94	75	55	62	77	29
40	80	82	78	60	7	72	99	78	95	100	53	94	66	27	0	28	4	64	34	0	89	37	76	92	37	39	89	53	53	96	81	80	39	78	6	100	74	28	46	6	28	54	99	1	100	45	42	54	26	7	50	23	12	78	42	47	72	31	67	11	95	88	93	97	87	100	58	53	12	52	6	8	99	43	93	95	85	55	3	59	87	36	38	74	43	64	66	76	92	82	44	64	43	39	73	11	84	85	47	20	33	49	4	45	83	52	56	80	33	52	93	94	36	9	38	65	53	11	44	21	56	73	72	57	27	72	42	72	2	71	31	14	43	98	77	88	82	49	48	14	77	63	58	55	90	50	64	34	15	8	74	19	48	79	11	69	85	91	48	66	14	100	11	58	75	72	86	84	79	86	35	67	12	78	2	90	15	98	5	29	68	12	13	20	51	21	97	30	44	58	50	94	16	82	21	82	14	26	48	54	38	59	22	89	82	91	17	70	75	65	53	66	43	92	37	73	6	76	4	98	63	52	56	3	5	96	60	70	27	48	64	3	53	31	34	17	58	7	72	7	45	45	19	8	49	22	62	62	95	97	72	80	5	78	99
1	54	90	35	55	40	8	7	51	75	82	29	6	29	77	7	47	26	37	23	92	41	88	67	69	84	26	88	82	70	0	49	22	98	40	98	40	88	62	15	31	79	30	92	69	74	67	61	72	25	89	79	41	27	9	19	0	80	58	59	9	49	90	35	94	17	74	3	67	33	84	18	99	88	49	36	38	0	89	38	30	14	24	56	16	76	90	89	69	36	91	71	100	97	67	50	78	74	97	86	0	86	2	77	74	38	83	60	52	33	99	15	7	24	92	85	12	84	90	24	25	100	28	59	42	63	63	1	84	9	42	45	82	57	1	72	42	15	12	57	34	67	55	62	94	51	75	55	77	52	12	93	44	44	29	39	12	5	67	95	84	71	100	95	76	51	23	61	93	27	77	18	46	29	91	100	76	58	37	28	67	16	57	1	1	55	89	93	64	29	15	74	95	60	41	55	53	85	71	15	45	70	51	2	99	32	13	20	73	11	72	49	53	50	15	75	99	0	6	61	34	81	79	63	59	32	10	58	67	60	77	38	68	50	13	26	26	26	39	52	75	55	8	35	80	30	68	78	80	98	14	78	99	69	49	18
34	71	0	44	23	37	9	66	98	47	78	14	6	63	22	50	43	1	74	11	1	72	29	13	19	3	40	58	64	73	72	17	2	72	43	59	72	90	5	49	18	93	92	38	61	17	6	52	82	7	25	40	74	60	77	93	1	33	77	89	83	97	17	18	95	40	52	86	28	43	97	3	11	52	94	90	30	41	5	29	70	63	85	4	64	32	56	94	57	44	4	29	45	82	3	59	16	19	77	14	46	2	36	25	50	39	2	68	49	28	62	26	75	19	100	1	39	48	15	32	10	93	56	32	73	91	66	6	97	21	47	90	95	92	59	30	3	41	20	4	55	52	47	32	22	8	90	34	67	57	21	56	85	95	27	37	37	87	34	60	82	76	46	74	40	48	58	37	75	86	3	70	97	48	58	44	82	74	54	98	61	29	49	82	66	62	20	75	45	78	89	70	34	39	6	82	79	31	8	23	73	65	89	13	6	44	24	10	55	88	19	85	0	65	66	94	86	38	76	44	33	98	28	67	43	84	100	77	59	26	76	16	14	45	85	55	37	80	19	68	31	32	86	64	52	58	65	2	90	81	83	91	83	13	13	86
0	90	44	30	70	44	22	38	92	54	79	29	5	42	99	12	42	65	26	78	17	70	92	46	17	56	14	10	36	19	27	19	41	71	81	39	31	21	61	60	62	79	34	58	19	0	82	83	24	69	63	72	90	5	66	57	35	81	46	12	56	85	17	46	24	47	51	71	89	90	7	17	9	55	54	30	9	51	92	44	68	51	50	67	60	36	87	77	43	47	41	77	1	98	42	12	87	7	99	44	56	42	92	30	92	18	33	15	18	87	41	26	63	14	36	25	30	43	64	7	78	45	40	41	51	30	18	77	47	27	9	6	92	56	27	34	31	39	61	99	46	22	18	15	94	82	78	11	30	75	9	74	44	17	15	25	78	83	16	78	12	45	5	18	21	55	24	24	85	59	96	15	66	32	17	67	59	77	3	61	63	85	22	71	7	84	81	91	47	1	2	78	34	21	95	55	24	37	21	44	12	67	90	67	32	79	61	16	53	2	59	42	9	17	42	94	4	50	24	84	20	40	8	24	36	35	30	99	30	11	40	26	80	61	93	2	17	23	51	88	5	73	63	6	1	18	31	60	55	72	46	58	60	6	58	61
52	23	58	57	82	4	92	18	86	27	96	74	93	72	37	68	49	36	38	23	22	97	4	51	20	47	23	4	89	22	77	96	5	25	45	72	17	70	7	66	44	64	33	80	100	43	5	3	78	70	95	49	87	82	67	68	58	13	65	37	71	77	93	69	21	78	98	50	48	38	67	81	10	27	10	59	45	19	6	95	30	13	89	0	7	57	37	53	46	56	97	90	94	44	25	16	29	68	71	33	0	88	8	44	63	79	100	55	94	47	79	71	57	6	86	79	28	49	16	6	86	72	32	49	54	5	71	47	16	7	77	51	22	13	50	0	85	7	78	6	67	22	19	34	35	84	39	20	89	44	85	4	61	71	48	90	98	37	60	87	4	24	28	89	52	90	10	8	67	88	93	75	94	14	57	94	76	82	95	87	70	7	57	84	69	84	20	38	76	62	62	70	19	38	71	45	79	58	20	80	84	100	12	30	97	85	39	34	22	35	52	63	27	13	8	72	32	0	40	72	52	44	92	4	99	50	20	94	91	35	21	21	68	88	38	30	45	71	64	35	21	19	74	22	96	47	90	58	1	39	80	15	8	70	54	15
86	13	22	53	4	31	84	14	68	70	76	42	48	0	27	45	85	14	1	57	1	67	54	55	63	98	46	99	24	88	39	18	54	43	72	13	59	87	88	1	74	10	78	92	7	65	48	25	26	42	33	33	66	1	27	61	32	31	82	53	79	95	89	31	19	76	85	28	82	31	93	3	48	29	79	60	71	41	2	52	56	100	94	97	11	10	96	61	85	55	28	35	65	82	41	19	58	15	4	74	34	39	93	5	53	85	58	54	92	75	89	46	53	9	96	44	26	72	12	26	63	23	41	80	34	31	12	13	64	42	87	92	43	91	60	86	79	97	19	56	35	63	84	41	74	26	56	91	2	92	22	60	41	88	35	13	8	48	95	11	5	74	77	69	5	40	66	42	91	38	24	13	40	81	6	6	33	54	7	79	36	29	14	77	34	73	87	29	86	45	62	17	0	42	34	57	21	43	14	43	28	23	35	35	52	21	18	59	59	81	72	82	35	35	3	47	84	40	91	34	1	96	23	13	39	38	75	26	63	93	21	43	38	16	42	89	33	18	83	89	83	1	28	31	72	89	51	85	44	54	62	88	13	6	32	80
27	39	0	5	63	13	15	60	41	26	71	40	40	34	24	53	27	2	6	6	8	87	52	53	53	68	33	36	81	53	91	58	59	28	20	40	10	73	87	4	18	75	47	32	82	90	67	19	49	12	62	56	40	64	5	42	36	24	94	7	62	29	49	38	92	4	34	99	49	53	84	37	91	91	60	27	11	95	0	56	40	33	20	94	0	2	28	82	51	99	77	91	74	34	95	12	85	54	64	33	24	45	81	59	94	75	97	50	58	41	98	65	91	8	5	82	4	52	8	20	20	2	41	94	74	6	99	38	26	20	0	34	3	25	2	33	77	69	86	12	63	89	96	85	86	52	38	61	63	37	15	92	70	26	56	9	40	71	73	31	12	71	43	71	99	59	14	84	35	41	23	45	28	23	15	90	91	44	51	34	100	40	11	40	87	95	85	48	1	72	100	21	77	20	76	42	64	23	91	91	49	26	15	21	12	83	56	18	26	49	99	86	45	19	5	78	61	17	15	10	4	40	40	27	84	86	52	44	77	90	38	100	0	10	50	66	9	26	38	9	28	23	31	44	74	1	6	52	88	20	35	65	46	57	26	73
83	3	95	6	22	77	74	36	79	85	53	69	51	1	50	59	62	95	73	94	60	0	85	39	80	92	45	62	23	42	10	48	7	26	85	50	42	76	63	91	68	36	83	86	84	29	58	90	81	44	19	99	13	74	26	93	13	24	94	65	29	81	21	32	59	62	60	52	40	10	55	46	33	26	51	12	28	91	7	5	15	15	73	71	43	41	47	9	32	31	86	79	4	9	59	22	90	22	7	71	94	95	46	18	63	11	67	30	80	91	88	12	6	12	14	90	7	8	54	2	3	87	16	12	85	70	76	61	29	35	72	100	52	40	13	22	54	36	4	82	6	6	7	0	97	76	29	7	36	53	33	40	30	84	33	66	86	47	91	54	25	94	39	5	3	95	73	88	34	28	47	46	79	27	59	22	32	68	43	15	21	86	1	70	11	63	95	38	62	100	40	27	41	93	66	87	62	65	44	10	41	73	30	43	59	97	21	1	45	72	33	29	19	3	88	42	65	77	7	83	21	86	39	5	96	58	83	66	10	86	55	91	1	20	15	26	0	12	85	61	13	4	29	17	64	19	35	50	51	35	68	89	45	75	9	42
98	87	91	55	92	96	94	66	8	14	26	71	5	71	75	91	45	97	69	92	32	89	83	25	94	24	100	6	43	45	4	5	94	18	1	50	0	66	84	47	30	44	36	18	67	82	10	25	52	36	45	68	56	11	85	0	63	54	7	10	53	18	92	41	9	8	55	74	15	64	93	18	54	36	53	32	10	34	74	61	67	6	88	47	1	8	18	15	48	42	86	48	74	59	86	40	95	78	19	17	62	12	4	59	78	72	87	96	94	79	67	12	90	84	94	60	100	97	66	88	8	74	50	74	90	88	52	23	1	60	18	85	7	85	25	22	29	45	86	88	93	69	33	42	51	42	42	10	97	70	66	36	12	21	25	77	58	88	54	45	62	72	56	42	96	94	65	82	91	13	30	86	98	5	88	55	72	11	7	30	35	24	28	100	5	82	69	22	25	71	2	84	32	0	68	51	47	22	2	85	45	61	34	59	82	60	25	56	49	74	93	71	57	40	70	55	67	51	76	27	32	76	52	42	2	30	83	17	21	48	81	11	7	42	45	27	57	21	26	12	35	52	88	28	54	64	37	35	37	1	74	93	31	11	32	44
59	73	49	0	88	22	20	97	62	28	35	42	58	4	8	16	95	30	75	7	29	3	59	99	78	18	72	79	94	82	34	84	3	71	40	66	62	26	69	12	46	0	48	51	60	59	40	76	72	61	61	21	28	97	54	85	68	62	8	26	90	55	75	90	12	14	78	36	43	86	18	38	22	66	50	60	66	36	97	97	57	35	89	52	9	24	83	52	90	11	25	45	19	0	22	53	58	64	65	55	49	50	56	59	44	90	68	62	14	87	26	3	72	77	78	69	92	78	81	76	31	26	34	41	85	60	48	13	12	74	34	3	79	35	94	48	81	50	4	12	47	8	77	79	98	60	60	62	12	3	28	49	60	37	16	59	98	3	50	84	64	11	24	63	33	79	80	72	19	9	8	67	41	55	95	11	27	42	61	84	44	80	23	2	2	47	24	10	48	68	50	47	58	68	10	81	33	52	87	10	24	26	19	88	60	36	36	58	15	77	46	2	87	65	91	52	22	4	62	48	68	89	47	86	23	84	77	8	4	18	26	60	44	21	18	30	71	32	28	45	57	32	21	7	50	54	14	51	28	48	91	3	5	58	77	92
82	100	50	48	21	91	23	47	3	41	14	21	8	58	74	9	24	48	68	51	89	84	40	29	94	49	18	46	79	1	91	7	96	41	26	99	51	10	84	29	62	79	19	49	26	77	64	88	9	39	62	74	17	28	17	82	70	75	37	28	33	36	18	30	61	20	96	2	96	80	27	44	0	0	8	16	89	61	8	60	58	57	80	36	45	21	100	13	50	4	99	97	2	15	28	23	14	41	72	21	14	6	43	16	32	13	78	87	72	58	76	70	67	17	90	0	28	74	4	56	2	88	33	48	65	26	0	81	38	25	98	95	28	4	41	42	8	82	51	48	17	47	16	84	54	94	42	63	11	77	34	84	94	82	53	30	17	47	72	12	25	35	14	2	64	50	80	57	1	29	49	49	6	17	17	29	39	69	6	95	99	19	62	93	23	72	33	88	90	41	24	96	13	5	42	9	2	87	61	64	82	52	44	23	100	98	78	11	49	39	76	44	54	58	58	86	29	25	35	4	98	31	67	7	31	34	34	0	53	44	77	83	14	88	10	62	89	3	6	65	11	27	87	89	94	48	74	77	37	82	43	79	100	13	45	81
17	63	94	13	45	0	29	52	13	36	80	17	76	31	9	96	83	82	27	25	14	58	31	31	51	50	57	75	28	27	47	67	85	48	11	61	8	44	23	19	49	24	41	32	55	59	40	14	48	33	80	42	85	84	88	91	6	98	85	34	94	13	19	73	44	75	42	30	81	8	45	69	49	71	36	53	8	0	32	64	42	18	71	69	83	21	55	43	67	27	60	66	74	17	99	81	87	16	55	100	73	22	48	71	49	24	62	21	99	22	7	96	78	26	7	89	51	23	40	82	41	69	69	64	41	15	64	28	66	42	93	35	49	52	68	56	78	11	67	46	100	49	92	28	65	4	81	83	88	55	13	76	76	49	83	95	0	24	29	94	14	93	22	81	38	29	86	66	90	98	68	19	13	30	24	96	51	79	3	45	92	66	97	56	1	76	78	77	25	98	98	62	1	8	86	15	9	88	6	53	75	39	91	58	98	85	19	50	55	82	14	12	71	84	16	83	16	19	47	18	75	90	38	87	82	15	11	59	55	21	74	20	44	47	42	93	4	24	66	46	1	10	17	79	70	0	46	22	43	12	97	63	1	3	16	36
68	94	41	97	59	52	4	91	5	24	82	58	98	51	71	94	84	45	27	52	90	68	45	38	72	28	58	23	99	49	78	46	9	29	59	63	36	23	45	26	48	30	8	69	1	17	95	80	33	4	81	99	35	95	36	59	17	21	99	99	10	4	47	23	42	53	0	43	92	78	61	40	70	0	71	50	87	86	44	86	49	36	32	65	10	69	93	86	4	52	57	96	19	85	22	20	28	34	56	44	9	81	93	80	9	76	42	45	7	65	5	54	97	4	84	59	13	43	22	17	60	97	15	72	56	24	46	57	33	100	54	72	21	51	2	55	36	8	24	31	9	40	2	48	98	34	61	3	43	63	32	6	100	26	98	82	3	98	44	91	8	46	100	9	62	20	11	58	84	50	58	27	22	79	97	100	54	1	70	98	53	21	26	26	53	57	86	17	68	55	35	42	6	84	86	5	79	93	10	17	2	1	33	17	84	99	52	28	35	44	89	37	96	67	21	43	29	22	95	72	95	2	19	82	63	67	18	20	61	68	77	32	67	26	24	5	20	80	16	79	36	44	37	69	8	38	98	54	27	14	26	8	65	65	97	52
100	19	34	50	72	6	11	10	27	57	66	21	89	87	87	34	44	92	30	89	10	69	92	86	72	29	58	44	41	7	57	96	22	33	65	94	18	83	92	88	92	18	67	97	10	55	73	3	68	89	30	6	37	48	22	71	35	72	28	3	40	6	3	72	20	50	95	88	94	88	51	88	65	18	69	77	17	47	8	49	82	82	39	4	55	31	94	50	47	42	71	44	65	18	51	9	73	8	55	38	3	25	94	90	6	78	85	85	33	54	58	88	56	3	37	26	54	100	77	51	48	97	19	3	41	56	38	54	28	69	53	2	0	6	69	67	100	31	26	40	7	7	74	52	78	88	96	11	46	24	88	65	91	49	44	84	6	75	14	54	88	55	88	10	4	88	47	42	76	3	18	82	65	25	49	42	40	58	11	1	52	17	54	62	95	4	58	62	66	85	48	55	39	84	55	33	94	46	98	38	98	14	70	12	92	88	38	36	46	41	46	12	0	21	90	100	12	59	69	71	48	83	56	39	47	46	16	64	49	90	8	25	16	8	42	50	86	94	7	16	86	64	90	74	58	86	93	68	61	11	10	79	19	42	54	19
6	45	6	40	47	45	39	91	85	57	60	41	34	73	68	10	98	36	12	21	40	86	79	36	5	46	13	54	46	8	3	50	86	51	28	85	60	43	45	66	15	76	40	39	44	3	34	4	86	13	59	19	5	0	70	72	4	52	70	82	74	14	27	21	42	80	31	2	18	2	71	67	64	84	66	52	83	75	96	37	99	79	29	79	55	9	40	34	33	50	42	93	31	93	86	31	84	52	19	86	52	30	100	12	43	85	14	49	47	32	68	13	87	43	38	19	8	77	41	27	31	18	2	0	34	94	100	70	56	96	45	62	47	57	95	89	30	37	100	59	87	90	58	99	73	92	73	75	32	21	6	69	63	71	27	51	12	11	8	0	32	56	6	47	20	54	88	91	95	91	88	4	49	54	4	4	76	15	52	95	86	23	100	95	74	70	16	39	91	10	14	94	22	38	63	21	15	72	55	73	19	3	34	0	38	54	17	91	90	1	9	8	85	65	79	37	42	71	44	52	4	29	93	74	82	59	75	32	18	59	93	95	11	78	47	40	49	1	41	63	42	0	80	73	6	61	3	10	40	43	69	10	64	65	24	15
